jL,cL,fsourceL,fsinkL,ftypeL,scL,pscL,exmL
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Municipal and Industrial Depeltion-UT,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Municipal and Industrial Diversions-UT,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Municipal and Industrial Diversions-UT,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Municipal and Industrial Diversions-UT,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Municipal Total Use-WY,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Municipal Total Use-WY,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Municipal Total Use-WY,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Power-NMOSE,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Power-NMOSE,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Power-NMOSE,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Public Water Supply-NMOSE,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Public Water Supply-NMOSE,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Public Water Supply-NMOSE,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Self-Supplied Domestic-NMOSE,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Self-Supplied Domestic-NMOSE,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,Self-Supplied Domestic-NMOSE,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Agricultural and Municipal Depletions-UT,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Agricultural and Municipal Depletions-UT,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Agricultural and Municipal Depletions-UT,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Agricultural and Municipal Diversions-UT,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Agricultural and Municipal Diversions-UT,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Agricultural and Municipal Diversions-UT,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial Consumptive Use-WY,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial Consumptive Use-WY,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial Consumptive Use-WY,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial Total Use-WY,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial Total Use-WY,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Industrial Total Use-WY,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Irrigated Agriculture Diversions-NMOSE,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Irrigated Agriculture Diversions-NMOSE,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Irrigated Agriculture Diversions-NMOSE,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Livestock-NMOSE,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Livestock-NMOSE,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Livestock-NMOSE,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Livestock Consumptive Use-CO,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Livestock Consumptive Use-CO,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Livestock Consumptive Use-CO,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Mining-NMOSE,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Mining-NMOSE,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Mining-NMOSE,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Consumptive Use-CO,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Consumptive Use-CO,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Consumptive Use-CO,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Depeltion-UT,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal and Industrial Diversions-UT,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal Total Use-WY,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal Total Use-WY,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Municipal Total Use-WY,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Power-NMOSE,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Power-NMOSE,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Power-NMOSE,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Public Water Supply-NMOSE,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Public Water Supply-NMOSE,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Public Water Supply-NMOSE,Pumped Groundwater-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Self-Supplied Domestic-NMOSE,Groundwater Extraction-CA
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Self-Supplied Domestic-NMOSE,Groundwater Use-UT
CA,Groundwater Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,Self-Supplied Domestic-NMOSE,Pumped Groundwater-UT
CA,Imported Water,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,NA,Imported Water-CA
CA,Imported Water,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,NA,Imports-CO
CA,Lake Evaporation,Zone Surface Water,Atmosphere,Outflow,Total Surface Water Outflow-CA,Evaporation from Reservoirs-NMOSE,NA
CA,Lake Gain from Groundwater,Zone Groundwater,Zone Surface Water,Internal Transfer,Total Groundwater System Outflow-CA,NA,NA
CA,Lake Gain from Groundwater,Zone Groundwater,Zone Surface Water,Internal Transfer,Total Surface Water Inflow-CA,NA,NA
CA,Lake Inflow from Streams,NA,NA,NA,NA,NA,NA
CA,Lake Loss to Groundwater,Zone Surface Water,Zone Groundwater,Internal Transfer,Recharge-NM,NA,NA
CA,Lake Loss to Groundwater,Zone Surface Water,Zone Groundwater,Internal Transfer,Total Groundwater System Inflow-CA,NA,NA
CA,Lake Loss to Groundwater,Zone Surface Water,Zone Groundwater,Internal Transfer,Total Surface Water Outflow-CA,NA,NA
CA,Lake Outflow to Streams,NA,NA,NA,NA,NA,NA
CA,Managed Aquifer Recharge,Zone Land System,Zone Groundwater,Internal Transfer,Recharge-NM,NA,NA
CA,Managed Aquifer Recharge,Zone Land System,Zone Groundwater,Internal Transfer,Total Groundwater System Inflow-CA,NA,NA
CA,Managed Aquifer Recharge,Zone Land System,Zone Groundwater,Internal Transfer,Total Land System Outflow-CA,NA,NA
CA,Managed Wetland Applied Water,NA,NA,NA,Applied Water-CA,NA,NA
CA,Managed Wetland Applied Water,NA,NA,NA,Total Land System Inflow-CA,NA,NA
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-NM,NA,Precipitation-CA
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-NM,NA,Precipitation-CO
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-NM,NA,Precipitation-NM
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-NM,NA,Precipitation-UT
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Precipitation-NM,NA,Precipitation-WY
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Total Land System Inflow-CA,NA,Precipitation-CA
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Total Land System Inflow-CA,NA,Precipitation-CO
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Total Land System Inflow-CA,NA,Precipitation-NM
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Total Land System Inflow-CA,NA,Precipitation-UT
CA,Precipitation,Atmosphere,Zone Land System,Inflow,Total Land System Inflow-CA,NA,Precipitation-WY
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Precipitation-CA,Precipitation-CO,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Precipitation-CA,Precipitation-UT,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Precipitation-CA,Precipitation-WY,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Precipitation-NM,Precipitation-CO,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Precipitation-NM,Precipitation-UT,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Precipitation-NM,Precipitation-WY,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Total Land System Inflow-CA,Precipitation-CO,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Total Land System Inflow-CA,Precipitation-UT,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Total Land System Inflow-CA,Precipitation-WY,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Precipitation-CO,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Precipitation-UT,NA
CA,Precipitation on Lakes,Atmosphere,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Precipitation-WY,NA
CA,Recharge of Applied Water,Zone Land System,Zone Groundwater,Internal Transfer,Recharge-NM,NA,NA
CA,Recharge of Applied Water,Zone Land System,Zone Groundwater,Internal Transfer,Total Groundwater System Inflow-CA,NA,NA
CA,Recharge of Applied Water,Zone Land System,Zone Groundwater,Internal Transfer,Total Land System Outflow-CA,NA,NA
CA,Recharge of Precipitation,Zone Land System,Zone Groundwater,Internal Transfer,Recharge-NM,NA,NA
CA,Recharge of Precipitation,Zone Land System,Zone Groundwater,Internal Transfer,Total Groundwater System Inflow-CA,NA,NA
CA,Recharge of Precipitation,Zone Land System,Zone Groundwater,Internal Transfer,Total Land System Outflow-CA,NA,NA
CA,Recycled Water Export,Zone Land System,External Land System,Outflow,Total Land System Outflow-CA,NA,NA
CA,Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Land System Outflow-CA,NA,Return Flow-CA
CA,Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Land System Outflow-CA,NA,Total Land Return Flow-UT
CA,Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Surface Water Inflow-CA,NA,Return Flow-CA
CA,Return Flow,Zone Land System,Zone Surface Water,Internal Transfer,Total Surface Water Inflow-CA,NA,Total Land Return Flow-UT
CA,Runoff,Zone Land System,Zone Surface Water,Internal Transfer,Total Land System Outflow-CA,NA,Runoff-CA
CA,Runoff,Zone Land System,Zone Surface Water,Internal Transfer,Total Land System Outflow-CA,NA,Runoff-NM
CA,Runoff,Zone Land System,Zone Surface Water,Internal Transfer,Total Surface Water Inflow-CA,NA,Runoff-CA
CA,Runoff,Zone Land System,Zone Surface Water,Internal Transfer,Total Surface Water Inflow-CA,NA,Runoff-NM
CA,Stored Water Export,Zone Groundwater,External Groundwater,Outflow,Total Groundwater System Outflow-CA,Exports-CO,NA
CA,Stored Water Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Groundwater System Outflow-CA,NA,NA
CA,Stored Water Extraction,Zone Groundwater,Zone Land System,Internal Transfer,Total Land System Inflow-CA,NA,NA
CA,Stream Evaporation,Zone Surface Water,Atmosphere,Outflow,Total Surface Water Outflow-CA,NA,Stream Evaporation-CA
CA,Stream Evaporation,Zone Surface Water,Atmosphere,Outflow,Total Surface Water Outflow-CA,NA,Surface Water Evaporation-NM
CA,Stream Gain from Groundwater,Zone Groundwater,Zone Surface Water,Internal Transfer,Total Groundwater System Outflow-CA,NA,NA
CA,Stream Gain from Groundwater,Zone Groundwater,Zone Surface Water,Internal Transfer,Total Surface Water Inflow-CA,NA,NA
CA,Stream Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,Basin Inflow-UT
CA,Stream Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,River Inflow-UT
CA,Stream Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,Stream Inflow-CA
CA,Stream Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Gaged Surface Water Inflow-CO,Surface Water Inflows-NM
CA,Stream Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,Basin Inflow-UT
CA,Stream Inflow,External Surface Water,Zone Surface Water,Inflow,Total Surface Water Inflow-CA,Ungaged Surface Water Inflow-CO,River Inflow-UT
